-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1
-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1
-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1
-1,26,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,15,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,-1,-1,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,-1,38,31,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,10,-1,-1,28,27,-1
26,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,26,29,-1
30,-1,-1,-1,-1,-1,-1,11,12,13,-1,-1,-1,-1,3,4,4,5,-1,-1,-1,-1,6,7,8,-1,-1,-1,-1,-1,-1,38,27,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,-1,33,31,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,-1,-1,-1,-1,-1,-1,3,5,-1,-1,-1,1,0,2,-1,-1,-1,17,-1,-1,30,-1,-1
30,-1,-1,-1,45,-1,-1,14,15,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,38,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,28,37,-1,-1,-1,-1,-1,-1,45,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,-1,38,36,37,-1
30,-1,-1,1,0,2,-1,-1,-1,-1,-1,26,34,37,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,3,4,5,-1,26,29,-1,1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,30,-1,-1,30,-1,-1,-1,-1,1,0,2,-1,-1,-1,-1,26,31,27,-1,-1,-1,-1,-1,-1,26,31,37,-1,-1,-1,3,4,5,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,-1,-1,3,5,26,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,5,-1,-1,26,27,-1,-1,-1,-1,-1,-1,28,27,-1
30,-1,20,-1,-1,-1,-1,21,-1,-1,-1,30,30,-1,20,1,0,2,-1,-1,40,-1,-1,-1,-1,40,-1,20,-1,-1,-1,30,-1,-1,20,-1,-1,-1,40,6,7,8,-1,-1,20,1,0,2,-1,30,-1,20,30,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,-1,30,-1,39,20,-1,-1,-1,-1,26,29,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,27,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,45,-1,-1,-1,28,27,-1,-1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,29,-1,-1,-1,-1,-1,-1,26,29,-1
30,-1,19,-1,-1,-1,3,4,4,5,-1,30,28,27,19,-1,-1,-1,-1,-1,28,27,-1,-1,26,29,-1,19,-1,26,31,32,-1,-1,19,-1,-1,26,29,-1,-1,-1,-1,40,19,-1,-1,-1,-1,30,-1,19,39,-1,26,37,-1,-1,-1,-1,19,-1,-1,-1,30,-1,-1,19,-1,-1,-1,26,29,-1,19,-1,-1,-1,-1,-1,-1,-1,1,2,-1,-1,30,-1,19,-1,-1,1,2,-1,-1,-1,-1,19,1,0,2,-1,-1,-1,30,-1,-1,19,-1,-1,-1,-1,1,2,-1,-1,-1,-1,-1,30,-1,-1,-1,-1,-1,-1,-1,30,-1,-1
30,-1,18,44,-1,-1,-1,-1,-1,-1,-1,39,43,30,18,-1,41,1,2,45,-1,30,21,-1,30,43,-1,18,26,29,23,39,-1,25,18,24,22,30,43,45,-1,22,-1,30,18,-1,-1,-1,-1,30,45,18,-1,21,30,45,-1,-1,-1,24,18,22,45,26,29,25,-1,18,22,45,-1,30,21,42,18,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30,-1,18,23,-1,-1,-1,-1,-1,45,-1,18,-1,-1,-1,24,22,43,30,-1,45,18,25,-1,25,-1,-1,-1,-1,-1,-1,45,26,36,27,25,-1,-1,-1,25,26,29,-1,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,1,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,1,0,0,0,0
